House 1,House 2,House 3,House 4,House 5,House 6,House 7,House 8,House 9,House 10,House 11,House 12
Saturn,Sun Mercury Venus,Mars Jupiter,Rahu,,,,,,Ketu,Moon,
Mercury Venus Saturn,Sun,Mars Jupiter Rahu,,,,,,Ketu,Moon,,
Sun Mercury Venus,Mars Jupiter,Rahu,,,,,,Ketu,Moon,,Saturn
Sun,Mars Jupiter,Rahu,,,,,,Ketu,Moon,,Mercury Venus Saturn
Mars Jupiter,Rahu,,,,,,Ketu,Moon,,Saturn,Sun Mercury Venus
Mars Jupiter Rahu,,,,,,Ketu,Moon,,Saturn,Mercury Venus,Sun
Rahu,,,,,,Ketu,Moon,,Saturn,Sun Mercury Venus,Mars Jupiter
,,,,,Ketu,Moon,,Saturn,Sun Mercury Venus,Mars Jupiter,Rahu
,,,,Ketu,Moon,,Saturn,Mercury Venus,Sun,Mars Jupiter Rahu,
,,,,Ketu,Moon,,Saturn,Sun Mercury Venus,Mars Jupiter,Rahu,
,,,Ketu,Moon,,Saturn,Mercury Venus,Sun Mars Jupiter,Rahu,,
,,,Ketu,Moon,,Saturn,Sun Mercury Venus,Mars Jupiter,Rahu,,
,,Ketu,Moon,,Saturn,Mercury Venus,Sun Mars Jupiter,Rahu,,,
,,Ketu,Moon,,Saturn,Sun Mercury Venus,Mars Jupiter,Rahu,,,
,Ketu,Moon,,Saturn,Mercury Venus,Sun Jupiter,Mars Rahu,,,,
,Ketu,Moon,,Saturn,Sun Mercury Venus,Mars Jupiter,Rahu,,,,
Ketu,,Moon,Saturn,Mercury Venus,Sun,Mars Jupiter Rahu,,,,,
Ketu,Moon,,Saturn,Sun Mercury Venus,Mars Jupiter,Rahu,,,,,
,Moon,,Mercury Venus Saturn,Sun,Mars Jupiter Rahu,,,,,,Ketu
Moon,,Saturn,Mercury Venus,Sun Mars Jupiter,Rahu,,,,,,Ketu
Moon,,Saturn,Sun Mercury Venus,Mars Jupiter,Rahu,,,,,,Ketu
Moon,Saturn,Mercury Venus,Sun Jupiter,Mars Rahu,,,,,,Ketu,
,Saturn,Sun Mercury Venus,Mars Jupiter,Rahu,,,,,,Ketu,Moon
Saturn,Mercury Venus,Sun,Mars Jupiter Rahu,,,,,,Ketu,,Moon
Saturn,Sun Mercury Venus,Mars Jupiter,Rahu,,,,,,Ketu,Moon,
Mercury Venus Saturn,Sun,Mars Jupiter Rahu,,,,,,Ketu,,Moon,
Sun Mercury Venus,Mars Jupiter,Rahu,,,,,,Ketu,Moon,,Saturn
Sun,Mars Jupiter Rahu,,,,,,Ketu,,Moon,,Mercury Venus Saturn
Mars Jupiter,Rahu,,,,,,Ketu,Moon,,Saturn,Sun Mercury Venus
Mars Jupiter Rahu,,,,,,Ketu,,Moon,Saturn,Mercury Venus,Sun
Rahu,,,,,,Ketu,Moon,,Saturn,Sun Mercury Venus,Mars Jupiter
,,,,,Ketu,,Moon,Saturn,Sun Mercury Venus,Mars Jupiter,Rahu
,,,,Ketu,,Moon,Saturn,Mercury Venus,Sun,Mars Jupiter Rahu,
,,,,Ketu,Moon,,Saturn,Sun Mercury Venus,Mars Jupiter,Rahu,
,,,Ketu,,Moon,Saturn,Mercury Venus,Sun Mars Jupiter,Rahu,,
,,,Ketu,Moon,,Saturn,Sun Mercury Venus,Mars Jupiter,Rahu,,
,,Ketu,,Moon,Saturn,Mercury Venus,Sun Mars Jupiter,Rahu,,,
,,Ketu,Moon,,Saturn,Sun Mercury Venus,Mars Jupiter,Rahu,,,
,Ketu,,Moon,Saturn,Mercury Venus,Sun Jupiter,Mars Rahu,,,,
,Ketu,Moon,,Saturn,Sun Mercury Venus,Mars Jupiter,Rahu,,,,
Ketu,,Moon,Saturn,Mercury Venus,Sun,Mars Jupiter Rahu,,,,,
Ketu,,Moon,Saturn,Sun Mercury Venus,Mars Jupiter,Rahu,,,,,
,Moon,,Venus Saturn,Sun Mercury,Mars Jupiter Rahu,,,,,,Ketu
,Moon,Saturn,Mercury Venus,Sun Mars Jupiter,Rahu,,,,,,Ketu
Moon,,Saturn,Sun Mercury Venus,Mars Jupiter,Rahu,,,,,,Ketu
Moon,Saturn,Mercury Venus,Sun Jupiter,Mars Rahu,,,,,,Ketu,
Moon,Saturn,Sun Mercury Venus,Mars Jupiter,Rahu,,,,,,Ketu,
Saturn,Mercury Venus,Sun,Mars Jupiter Rahu,,,,,,Ketu,,Moon
Saturn,Sun Mercury Venus,Mars Jupiter,Rahu,,,,,,Ketu,,Moon
Mercury Venus Saturn,Sun,Mars Jupiter Rahu,,,,,,Ketu,,Moon,
Sun Mercury Venus,Mars Jupiter,Rahu,,,,,,Ketu,,Moon,Saturn
Sun Mercury,Mars Jupiter Rahu,,,,,,Ketu,,Moon,,Venus Saturn
Mars Jupiter,Rahu,,,,,,Ketu,,Moon,Saturn,Sun Mercury Venus
Mars Jupiter Rahu,,,,,,Ketu,,Moon,Saturn,Mercury Venus,Sun
Rahu,,,,,,Ketu,,Moon,Saturn,Sun Mercury Venus,Mars Jupiter
,,,,,Ketu,,Moon,Saturn,Sun Mercury Venus,Mars Jupiter,Rahu
,,,,Ketu,,Moon,Saturn,Mercury Venus,Sun Jupiter,Mars Rahu,
,,,,Ketu,,Moon,Saturn,Sun Mercury Venus,Mars Jupiter,Rahu,
,,,Ketu,,Moon,Saturn,Mercury Venus,Sun Mars Jupiter,Rahu,,
,,Ketu,,,Moon,Saturn,Sun Mercury Venus,Mars Jupiter Rahu,,,
,,Ketu,,Moon,Saturn,Mercury Venus,Sun Mars Jupiter,Rahu,,,
,,Ketu,,Moon,Saturn,Sun Mercury Venus,Mars Jupiter,Rahu,,,
,Ketu,,Moon,Saturn,Mercury Venus,Sun Jupiter,Mars Rahu,,,,
,Ketu,,Moon,Saturn,Sun Mercury Venus,Mars Jupiter,Rahu,,,,
Ketu,,Moon,Saturn,Mercury Venus,Sun,Mars Jupiter Rahu,,,,,
Ketu,,Moon,Saturn,Sun Mercury Venus,Mars Jupiter,Rahu,,,,,
,,Moon,Venus Saturn,Sun Mercury,Mars Jupiter Rahu,,,,,,Ketu
,Moon,Saturn,Mercury Venus,Sun Mars Jupiter,Rahu,,,,,,Ketu
,Moon,Saturn,Sun Mercury Venus,Mars Jupiter,Rahu,,,,,,Ketu
Moon,Saturn,Mercury Venus,Sun Jupiter,Mars Rahu,,,,,,Ketu,
Moon,Saturn,Sun Mercury Venus,Mars Jupiter,Rahu,,,,,,Ketu,
Moon Saturn,Mercury Venus,Sun,Mars Jupiter Rahu,,,,,,Ketu,,
Saturn,Sun Mercury Venus,Mars Jupiter,Rahu,,,,,,Ketu,,Moon
Mercury Venus,Sun,Mars Jupiter Rahu,,,,,,Ketu,,,Moon Saturn
Sun Mercury Venus,Mars Jupiter,Rahu,,,,,,Ketu,,Moon,Saturn
Sun Mercury,Mars Jupiter Rahu,,,,,,Ketu,,,Moon,Venus Saturn
Mars Jupiter,Rahu,,,,,,Ketu,,Moon,Saturn,Sun Mercury Venus
Mars Jupiter Rahu,,,,,,Ketu,,,Moon Saturn,Mercury Venus,Sun
Rahu,,,,,,Ketu,,Moon,Saturn,Sun Mercury Venus,Mars Jupiter
,,,,,Ketu,,Moon,Saturn,Sun Mercury Venus,Mars Jupiter,Rahu
,,,,Ketu,,,Moon Saturn,Mercury Venus,Sun Jupiter,Mars Rahu,
,,,,Ketu,,Moon,Saturn,Sun Mercury Venus,Mars Jupiter,Rahu,
,,,Ketu,,Moon,Saturn,Mercury Venus,Sun Mars Jupiter,Rahu,,
,,Ketu,,,Moon,Saturn,Sun Mercury Venus,Mars Jupiter Rahu,,,
,,Ketu,,,Moon Saturn,Mercury Venus,Sun Mars Jupiter,Rahu,,,
,,Ketu,,Moon,Saturn,Sun Mercury Venus,Mars Jupiter,Rahu,,,
,Ketu,,,Moon Saturn,Mercury Venus,Sun Jupiter,Mars Rahu,,,,
,Ketu,,Moon,Saturn,Sun Mercury Venus,Mars Jupiter,Rahu,,,,
Ketu,,,Moon Saturn,Mercury Venus,Sun,Mars Jupiter Rahu,,,,,
Ketu,,Moon,Saturn,Sun Mercury Venus,Mars Jupiter,Rahu,,,,,
,,Moon,Venus Saturn,Sun Mercury,Mars Jupiter Rahu,,,,,,Ketu
,,Moon Saturn,Mercury Venus,Sun Mars Jupiter,Rahu,,,,,,Ketu
,Moon,Saturn,Sun Mercury Venus,Mars Jupiter Rahu,,,,,,Ketu,
,Moon Saturn,Mercury Venus,Sun Jupiter,Mars Rahu,,,,,,Ketu,
Moon,Saturn,Sun Mercury Venus,Mars Jupiter,Rahu,,,,,,Ketu,
Moon Saturn,Mercury Venus,Sun Jupiter,Mars Rahu,,,,,,Ketu,,
Saturn,Sun Mercury Venus,Mars Jupiter,Rahu,,,,,,Ketu,,Moon
Venus,Sun Mercury,Mars Jupiter Rahu,,,,,,Ketu,,,Moon Saturn
Sun Mercury Venus,Mars Jupiter,Rahu,,,,,,Ketu,,,Moon Saturn
Sun Mercury,Mars Jupiter Rahu,,,,,,Ketu,,,Moon,Venus Saturn
Mars Jupiter,Rahu,,,,,,Ketu,,,Moon Saturn,Sun Mercury Venus
Mars Rahu,,,,,,Ketu,,,Moon Saturn,Mercury Venus,Sun Jupiter
Rahu,,,,,,Ketu,,Moon,Saturn,Sun Mercury Venus,Mars Jupiter
,,,,,Ketu,,,Moon Saturn,Sun Mercury Venus,Mars Jupiter,Rahu
,,,,Ketu,,,Moon Saturn,Mercury Venus,Sun Jupiter,Mars Rahu,
,,,Ketu,,,Moon,Saturn,Sun Mercury Venus,Mars Jupiter Rahu,,
,,,Ketu,,,Moon Saturn,Mercury Venus,Sun Mars Jupiter,Rahu,,
,,Ketu,,,Moon,Saturn,Sun Mercury Venus,Mars Jupiter Rahu,,,
,,Ketu,,,Moon Saturn,Mercury Venus,Sun Mars Jupiter,Rahu,,,
,,Ketu,,Moon,Saturn,Sun Mercury Venus,Mars Jupiter,Rahu,,,
,Ketu,,,Moon Saturn,Mercury Venus,Sun Jupiter,Mars Rahu,,,,
,Ketu,,,Moon Saturn,Sun Mercury Venus,Mars Jupiter,Rahu,,,,
