House 1,House 2,House 3,House 4,House 5,House 6,House 7,House 8,House 9,House 10,House 11,House 12
Ketu,Jupiter,,Sun Moon Mercury,Venus,,Rahu,Mars,,,Saturn,
Ketu,Jupiter,,Sun Mercury,Moon Venus,,Rahu,Mars,,,Saturn,
Ketu,Jupiter,,Sun Mercury,Moon Venus,,Rahu,Mars,,,Saturn,
Ketu,Jupiter,,Sun Mercury,Venus,Moon,Rahu,Mars,,,Saturn,
Ketu,Jupiter,,Sun Mercury,Venus,Moon,Rahu,Mars,,,Saturn,
Ketu,Jupiter,,Sun Mercury,Venus,,Moon Rahu,Mars,,,Saturn,
Ketu,Jupiter,,Sun Mercury Venus,,,Moon Rahu,Mars,,,Saturn,
Ketu,Jupiter,,Sun Mercury Venus,,,Rahu,Moon Mars,,,Saturn,
Ketu,Jupiter,,Sun Mercury Venus,,,Rahu,Moon Mars,,,Saturn,
Ketu,Jupiter,,Sun Mercury Venus,,,Rahu,Moon Mars,,,Saturn,
Ketu,Jupiter,,Sun Mercury Venus,,,Rahu,Mars,Moon,,Saturn,
Ketu,Jupiter,,Sun Mercury Venus,,,Rahu,Mars,Moon,,Saturn,
Ketu,Jupiter,,Sun Mercury Venus,,,Rahu,Mars,,Moon,Saturn,
Ketu,Jupiter,,Sun Mercury Venus,,,Rahu,Mars,,Moon,Saturn,
Ketu,Jupiter,,Sun Mercury Venus,,,Rahu,Mars,,Moon,Saturn,
Ketu,Jupiter,,Sun Mercury Venus,,,Rahu,Mars,,,Moon Saturn,
Ketu,Jupiter,,Sun Mercury Venus,,,Rahu,Mars,,,Moon Saturn,
Ketu,Jupiter,,Sun Mercury Venus,,,Rahu,Mars,,,Moon Saturn,
,Jupiter,,Sun Mercury Venus,,Rahu,,Mars,,Saturn,,Moon Ketu
,Jupiter,,Sun Mercury Venus,,Rahu,,Mars,,Saturn,,Moon Ketu
,Jupiter,,Sun Mercury Venus,,Rahu,,Mars,,Saturn,,Moon Ketu
Moon,Jupiter,,Sun Mercury Venus,,Rahu,,Mars,,Saturn,,Ketu
Moon,Jupiter,,Sun Mercury Venus,,Rahu,,Mars,,Saturn,,Ketu
,Moon Jupiter,,Sun Mercury Venus,,Rahu,,Mars,,Saturn,,Ketu
,Moon Jupiter,,Sun Mercury Venus,,Rahu,,Mars,,Saturn,,Ketu
,Moon Jupiter,,Sun Mercury Venus,,Rahu,,Mars,,Saturn,,Ketu
,Jupiter,Moon,Sun Mercury Venus,,Rahu,,Mars,,Saturn,,Ketu
,Jupiter,Moon,Sun Mercury Venus,,Rahu,,Mars,,Saturn,,Ketu
Jupiter,,Venus,Sun Moon Mercury,,Rahu,,Mars,,Saturn,,Ketu
Jupiter,,Venus,Sun Moon Mercury,,Rahu,,Mars,,Saturn,,Ketu
Jupiter,,Venus,Sun Mercury,Moon,Rahu,,Mars,,Saturn,,Ketu
Jupiter,,Venus,Sun Mercury,Moon,Rahu,,Mars,,Saturn,,Ketu
Jupiter,,Venus,Sun Mercury,,Moon Rahu,,Mars,,Saturn,,Ketu
Jupiter,,Venus,Sun Mercury,,Moon Rahu,,Mars,,Saturn,,Ketu
Jupiter,,Venus,Sun Mercury,,Rahu,Moon,Mars,,Saturn,,Ketu
Jupiter,,Venus,Sun Mercury,,Rahu,Moon,Mars,,Saturn,,Ketu
Jupiter,,Venus,Sun Mercury,,Rahu,Moon Mars,,,Saturn,,Ketu
Jupiter,,Venus,Sun,Mercury,Rahu,Mars,Moon,,Saturn,,Ketu
Jupiter,,Venus,Sun,Mercury,Rahu,Mars,Moon,,Saturn,,Ketu
Jupiter,,Venus,Sun,Mercury,Rahu,Mars,,Moon,Saturn,,Ketu
Jupiter,,Venus,Sun,Mercury,Rahu,Mars,,Moon,Saturn,,Ketu
Jupiter,,Venus,Sun,Mercury,Rahu,Mars,,Moon,Saturn,,Ketu
Jupiter,,Venus,Sun,Mercury,Rahu,Mars,,,Moon Saturn,,Ketu
